Date,Accident Type,Sector (others only),Cities,Highways,Killed,Injured,Reported Cause (detail),Cause Tags,Times Reported,Reported By,Time of Day,Victim Gender,Victim Age(s),Severity,First Reported,Last Updated,Headline,Headline (English),Link
2026-08-10,roadway,,,,,,,,1,Andhrajyothy,,,,Not stated,2026-08-10,2026-08-10,రోడ్డు ప్రమాదంలో ట్రాఫిక్ డీసీపీ కుమార్తె మృతిపై సీఎం చంద్రబాబు దిగ్భ్రాంతి - Andhrajyothy,CM Chandrababu is shocked at the death of Traffic DCP's daughter in a road accident - Andhrajyothy CM Chandrababu Andhrajyothy is shocked at the death of Traffic DCP's daughter in a road accident,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNMGRRWml4VFFOdkY1UHNqRkJGRGxnZ0k1UWlsbjlqc2JTNkdsSmc0MjFtNVFhZXlhYkoycF85SGpzTDRySjhTT0MzZ3MxVmRwcEpXdkhxSTdPNmk5Y25DNm1WbnRQa2RmaDMxTklXNlBVa0ZybkNHLTFldDF5Q3pkb0NxeTk4N2lVczFpSUs1bHNQOHB4N1J4Vm4wd0o0X1BTeFZGd0twaFpiMkl1Ulp1TDY2VFdtUXE2MTh5MzZVeHc1Q0JySkFlUzgzUjB4YkpLY1VCck5XOFlTbV93N2gwMFJn?oc=5
2026-08-09,roadway,,Haldia,,2,2,"Haldia Bus Accident: Bus overturns on slippery road, 2 including teacher dead, more than 20 injured in Haldia - News18 Bengali Haldia Bus Accident: Bus overturns on back road, 2 dead including teacher, more than 20 injured in Haldia News18 Bengali Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",slippery wet road,86,AajTak; Ajit; Amar Ujala; Andhrajyothy; CCTV NEWS | KUNNAMKULAM; CityNewsDhaka,,Female,,Fatal,2026-08-09,2026-08-20,"Haldia Bus Accident: পিছল রাস্তায় নিয়ন্ত্রণ হারিয়ে উল্টে গেল বাস, হলদিয়ায় মৃত শিক্ষক-সহ ২, আহত ২০-র বেশি - News18 Bengali","Haldia Bus Accident: Bus overturns on slippery road, 2 including teacher dead, more than 20 injured in Haldia - News18 Bengali",https://news.google.com/rss/articles/CBMi8gFBVV95cUxOOGpRWFZTX1A1NERHYjJoSjBSRWtHTWRWR01ZRlRKdlRlaWVOR2E4QktNNnRsNlJzXy1ydmZNLVlCT015Q2NvZ1RoeDBRWG5Pemx6WlI1TzVCMGhqamlLUF9pQkJ0LUVZYXU1SWF2cUdJZWFNdlFpR3VXUVZGRHNRc1p4cmxMX0V6NEpJWWV3QUJldzNGY0dMTHg2Qm1taTRnVDBaZDRjLWk2X205eUd6QTQ4NzhaenVkZHNnWWktdEExVklMMk9uVFdSUjZkaW5mYjJ3ZmIySlBDSVEwUGZueHRpUXF2Q1VQc3pTbWdLd0l6dw?oc=5
2026-08-09,old structure collapse,,Delhi,,2,2,"3-4 people suspected to be stuck in mud prime9news.com Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",structural failure,4,Ajit; Mumbai Samachar; ThePrint Hindi; prime9news.com,,,,Fatal,2026-08-09,2026-08-12,"ਦਿੱਲੀ 'ਚ 2 ਮੰਜ਼ਿਲਾ ਇਮਾਰਤ ਢਹਿਣ ਕਾਰਨ ਇਕ ਬੱਚੇ ਦੀ ਮੌਤ, 2 ਜ਼ਖ਼ਮੀ - Ajit","A child died, 2 injured due to the collapse of a 2-storey building in Delhi - Ajit",https://news.google.com/rss/articles/CBMieEFVX3lxTE5Da2ZYNkZXR2gyVnc5R3o0akNlemY1REhYQUlIT3hlUDg4N1ZHNW9zMURJM3BrLW5wTDZheHVtVUd4OUlkOGh0ZnJObE52MXVOZ3RINjQzVG1YR1R1OTM0Rnlka0I3ZVh3cVFqalpFODJSYnNwM2F2MQ?oc=5
2026-08-09,old structure collapse,,Maharashtra; Bhiwandi,,5,,,,2,Divya Bhaskar; Divya Marathi,,,,Fatal,2026-08-09,2026-08-10,મહારાષ્ટ્રના ભિવંડીમાં ચાર માળની ઇમારત ધરાશાયી: 5નાં મોત; 3 લોકો કાટમાળમાં ફસાયા હોવાની આશંકા - Divya Bhaskar,Four-storey building collapses in Maharashtra's Bhiwandi: 5 dead; 3 people feared trapped in debris - Divya Bhaskar,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPVGhtdHlNQTJ3dDFlcTdEam9fVlBKX1RpSzBiNGpUZ3puTVpLYWdkdlhVX05MUlYxMnpDZWppd2d4c1M3SXhkcUg2TFhad1EtMTNSSmd5Ynd6QWJaa0ZFY2lGZEdFTmM4akNsMmZwaDdkNHNKcEtwSm53bzVUOG53YkRtcmxiaEN3QmdzRmNidUg3YU1YTlVBZ0ZwUzdHUDBxU2tybjN1RXlwRXIxdmZZR0JFNk9pNm9TMW5hQ2VkdFbSAcYBQVVfeXFMUHNjMTlUZEZrLXpmNkc5cXc5Sk0xZ1V4ckttQldiMkJ5SmxyQ0JBanlVMUhTYUI1OTZ2elZhRGVBbTdWNnY4T0pWTGI2QzRPMVhBSnB4M25xbjh4VjdxeHEzVkotS2Q0LTM4cEZVN0s2QkxGS1NOUy1Wa1FKUVNhdUJzSU5XQlAwQTd2Um8tRUlIRXVfdmVrNEVNX2t5bUVnM09fdW9qSU9FU3pSeFY4anhwcGdhOGRRbkgxU2lfcU5la2Fta1B3?oc=5
2026-08-09,others,factory manufacturing,Ramgarh,,,,explosion_blast,explosion blast,2,Amar Ujala; Jagran,,,,Not stated,2026-08-09,2026-08-09,"रामगढ़: कुजू स्थित श्रीराम पावर प्लांट में हादसा, फर्नेस फटने से 9 से अधिक मजदूर झुलसे; 2 की हालत गंभीर - Jagran","Ramgarh: Accident at Shriram Power Plant located in Kuju, more than 9 workers got burnt due to furnace explosion; Condition of 2 critical - Jagran",https://news.google.com/rss/articles/CBMitAFBVV95cUxQVTBqcWtXdE9pQjhPZzRLa25mWDFVQnV6S3RYeUJEY29QQWUxbjFfZEhzZXA1RWRlV1J0YjJZbExNaExOTWt0T1dnWlFqaDhMN25RQWZfU3dFZHltWnBsUTQyUExpZ0tRWG9OcnBmMnlvY3ByeTNqUlJyOFlQUm5PQVdYUG9URnI4TmI4a0k0R0phTWZoQ0RhZjc3aVhYQmZackhKcE8wS3Jpb2xxbExSZVppd1Q?oc=5
2026-08-09,roadway,,,,,,,,1,Deshabhimani,,,,Not stated,2026-08-09,2026-08-09,റോഡ്‌ മുറിച്ചുകടക്കവെ സഹോദരിമാർ ബൈക്കിടിച്ച്‌ മരിച്ചു - Deshabhimani,Sisters killed by bike while crossing road - Deshabhimani Deshabhimani sisters died after being hit by a bike while crossing the road,https://news.google.com/rss/articles/CBMiugFBVV95cUxPTXRnUnVydlBQM3NCQnZFeG9vSXE3bk5ET3lkbDJKRkdubk5vQlNON3dKeXZWRTU2OHVmeWRaMWpUMzc5ZWFiSzh5clJzTWtJYWNLSW1Ydk9SVm9aX3R3b0RjcENfSFV0ZUV6YXpGSVlNZjNSSVA5dU9tOUlYQnl4TGh3TXJzbHltb0VtMUctYktOdFJsR0xqR2xYRHUyd2pqeS1aVHNkTHFWSmlDeUdwN0hYUkM0dGlWM0E?oc=5
2026-08-09,aviation,,Maharashtra,,,,,,1,Prabhat Khabar,,,,Not stated,2026-08-09,2026-08-09,"Maharashtra Plane Crash: महाराष्ट्र में फिर हुआ विमान हादसा, हादसे के बाद मचा हड़कंप - Prabhat Khabar","Maharashtra Plane Crash: Plane accident again in Maharashtra, chaos after the accident - Prabhat Khabar",https://news.google.com/rss/articles/CBMiakFVX3lxTE9fXzVsTm9aakVNQVRoSl96bW93ZnYwdHBDY1FJQk5xeW1vdTgxWmFnNlBzU0ltVGo0YzY4QXBrbTdjQVVWZ2p4QXZ5Z3U5QWp6d08wNERlVmxYMzB2cEt4UlVQRU9YZTZneFE?oc=5
2026-08-09,roadway,,Rajahmundry,,,,,,1,ABP Desam,,,,Not stated,2026-08-09,2026-08-09,"Rajahmundry Medico Passes Away: రాజమండ్రి రోడ్డు ప్రమాదం విషాదాంతం.. మెడికో ప్రియాంక మృతి, వెల్లడించిన - ABP Desam","Rajahmundry Medico Passes Away: Rajahmundry Road Accident Tragedy.. Medico Priyanka Dies, Revealed - ABP Desam",https://news.google.com/rss/articles/CBMi6AFBVV95cUxQLWUtMlZicE1tekRCS1lHNmYzOXFsWk82eWgtVFNnbmU5WGVXaFNrMWZWTk90cm5DWmZpZmhJOGhBdC1YV0pzaWN6REloQ3QxTWJiQURHVnYzNzZTYVZjOUcxQkRCV291NXBvTnVaUTVMZ3owR08zU2tGaXMwVGx3QjJKTGtYek9pNzlYaDNjM19fWXBobDVPQXl5b25LQkxWeUFZbmdsTldaTUFodXNpU21SYzJXb0Y5RTIwUlpPdWdoOWdqR0JZX3FMZGdKZl96Z0ZCYnlJN1dJZUc4OGxtZVlyOWdJMVRu0gHuAUFVX3lxTE9rbHNVVFhIVWFXOG9ZeFRfSG1hRDdPVWxSTGRWcWRCVU0zVE5QRFhwMXNzb0J2aEtrc1k1QXBlYURaaVJtdXdvbTlPUGxCc2hTNkJxSUJCSDNXYTJ5UV9FbnMxalhEV1lBZGNDNzlBMF94bkFibnlrelNBNU4tR2w1bkxObDE5X0Z4OVF2RHhGOHFMMkpJSFpfbnp1M3gxWFlFWmhaY3VBREFVaDFYdFExVV9ocEFKR2tQenBmMUVJYWN1UGNHV1VscUtRNW1fOEdoNEFjeWEwOUdHcF9DZTh0TXQxWEdVNDdmcmU5ZlE?oc=5
2026-08-09,roadway,,Dhar,,6,,,,3,India TV Hindi; Sandesh; etvbharat.com,Night,,,Fatal,2026-08-09,2026-08-09,"धार में भीषण सड़क हादसा, कार और कंटेनर ट्रक की जोरदार टक्कर में 6 लोगों की मौत - India TV Hindi","Horrific road accident in Dhar, 6 people died in massive collision between car and container truck - India TV Hindi",https://news.google.com/rss/articles/CBMi5wFBVV95cUxOOE1ka0NjMXZYVUpGYnZ1NV9reTQ0UEctWWM2RGZxZW92dElBeHV2WUl2NFN1eU13UkdWR2JWZDA3d0NFTnFPVkIzbWRDS0J0dkRPUWk5SmJ2eVJDTXJmUmdMdkZjeURpcGRUMGhIX1hCdjNITzN5VzhwUHhhOC1kUTdScDg1VWs1TnZSWlZJXzJ2Vk8wUzJiUHpfcXJxZ3JyRjRXenNZS3M1dlpBZE5Hd2RVWWp2ZjEtT0VYdzhRRGNOdEtqU1NZbFdINmlZUWwwaTNOZGY3NDBTaF9lRTJXQWpCWUxBMDjSAewBQVVfeXFMT2s0OEZmZWp3UVJRWFRSdXFoZHBkblp6TEwwOUJORXVTSVh6Z2xnS28xbW5ITktoWHJjZHRuZU5xTTFsbDBpdER3WkdhZ19memlzQXpTeTRRd2p0ZFhReDFzTXR2bXZWbm5JMWhzOXd1Vy1HVFZERUM0RWRzY0M5OHVIZ3NGVC1kVE55bW5FdzJMVTF1RDZoU29XdS0tNVJrbVh2eGtpSkVMX2g4dkxfcXdvR3Vob3BnbUZHY3FXS3ZxSnNBSU1CMkdMeHNlTEQ5alNtU2FNc0VVenpHOGVMZmpJM3k2T2hWVHZpN3Q?oc=5
2026-08-09,roadway,,Anand,,,,,,1,Sandesh,,,,Not stated,2026-08-09,2026-08-09,"Anand News: Fatal Accident on Chikhodra Overbridge, ST Bus Hits Moped Rider - Sandesh","Anand News: Fatal Accident on Chikhodra Overbridge, ST Bus Hits Moped Rider - Sandesh",https://news.google.com/rss/articles/CBMitAFBVV95cUxNNXBmSHFKYWxYS3JWQTROZ05JdWFDU1VYYnoyMTY1Z05jTHR3Um85dmQzY2pzNHRiekxpMS0wLVppQWZtRE82MzJsLURmU1FwVmM0eGJYYkRkcjNkM0dCNHpRbFdrZm1FNEtsSUxwZzUyU3Y2UnB5RExvWlIwQXpOSzJMWXRseHVoay02V296bk9yZXJsWVY1Q3lMcGZTX29kTmE5aTg1Q2tMdFRzeWtYTmwtOFA?oc=5
2026-08-09,train,,,,,,,,1,tv9telugu.com,,,,Not stated,2026-08-09,2026-08-09,ట్రాక్‌పై దూసుకెళ్తున్న రైలు.. ఒక్కసారిగా ఊడిపోయిన చక్రాలు - tv9telugu.com,A train running on the track.. the wheels suddenly blew off - tv9telugu.com,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOSWlWR3IzWVhwcTJhTVE3eTJuWEVEQ1JpTTd0anA3NWVFM0hPbFdmVjEyRWxWWmViQXFYQTdOVjBDSVVqUzNQQWdjODlNOUdOMTB3NXhldG9HZmFhNEhsaFdwdlVGWlRMYVpDRXJQeEdPN0RVbkJDa2hkTkZlcTFsaDhLRDF6ZWRuOUVFZUpyWnlXUF9ZSFh5Q0VwZU5ZNlU3ckZPVFNUSHg4UzFqOGY1VVJHZGtReW9fTkgyUzFCVWR5czBvX2xKWmZmR1EweTgxTzhUSdIB2gFBVV95cUxNZ1A4NkpNTnlwUEtONGZDOEhDOGVOM003ZVhzTF9xQ0lvbGpJS0ZlUWhPX1NORG1JcVV3V3J1WElqYno2NFUyTnUyYXhmaklFLUstT09rUWtaR2NIMTFuRnNnWkpIcjl1a1d1YmhwVzBUVjl2TVFaQnZQcVF1WUFWWlp2U05UdjRra0ZENUprbWlIYjZibFdCSkV0dGNFeGl1OTBFSHNySFBkZ05qZGZRMjhaMFNTVXFMUU5YaDFMYmRqZE5saE01NTFmYVlmcVFweVFrN05FUG5yZw?oc=5
2026-08-09,aviation,,Baramati,,,,,,1,pradeshtoday.com,,,,Near miss,2026-08-09,2026-08-09,"बारामती में फिर विमान हादसा टला: प्रशिक्षण विमान रनवे से बाहर निकला, दोनों सवार सुरक्षित - pradeshtoday.com","Plane accident averted again in Baramati: Training plane went out of runway, both passengers safe - pradeshtoday.com Plane accident again averted in Baramati: Training plane went off the runway, both passengers safe pradeshtoday.com",https://news.google.com/rss/articles/CBMi1wFBVV95cUxPWGd1eVJFOTlNOHdwekJhbVg3bVFGNGZvTHBPT1M4bkFmcDFBNmFKcUoyNEVpWXVDOGFHRVRvSUpiWWhUTzQyR1JPZjFEMFN3UjZHRUpkUHBTZDZnaHR2QUlFUFpWV2V1RHdpM09tU2xPT3puNTZWSlZyamJwODE5bDJSVU1jd2lSUFlhZW9ZaDYxa3ZIWTNXbE8wTVBjZU96VE83SFQzQlZEZW9uUmJSY04yZVNUanFkZjdPeVVoYkwyTGladmZmdFY5bTZxeS1KLTMwX2w1Zw?oc=5
2026-08-09,aviation,,,,,,runway_excursion,lost control; runway excursion,1,India.com,,,,Not stated,2026-08-09,2026-08-09,"जहां अजित पवार की विमान हादसे में गई थी जान, वहीं फिर रनवे से फिसला ट्रेनिंग प्लेन - India.com","While Ajit Pawar lost his life in a plane crash, his training plane skidded off the runway - India.com",https://news.google.com/rss/articles/CBMizwFBVV95cUxQdXZiNlUtLWFSSnFHc0NNV2xjMW9lX1M0UnZzUlJ2anBZZm9YU1M0bGxDdERYcmVHTXpFaVBjYXZPTTZ5bEE2RGlmUm9NMDNqeFpOcEs0Zk14RS1USGtqcmg1ZjA1M3h0X0Z0azVYN0VqdjY4S0J0NDdFQy1CQV9QSXFIQUQxeTBpdXJERGZoQUpMQzVuaEtrdzRCWnJrd3Jfa1pBeW4zNUhLUVNzdXRzLTRVVzc4MmlEWXRMaUZpRXdyemhzLXB5NWxBbXBaVzTSAdQBQVVfeXFMTTZLTEVRUDVZVVRkc2g5RndKUTNCV2lZR2J5ajFILUlaS05tMll5dktmX0tqWGNNRGNJWE5vS0ZTNW9JbXNUVHltMUpJTmZ5UTJsajVFaXR0VFdhX0FZYmVvOXlHOEEwb2VCVlVWc0hNWlFMNnNFMlJpMG10YWVYZW56MFB6cmhfOTdRTFFSWEZreU5BQmpKUUxoNWdkVjVOUW1vb2ltT0tsREptMmNrUlJVYlFLenhNVDBnbUE2WnY4LWduUVN1NGp5RlFyamxMY1BzVVY?oc=5
2026-08-09,aviation,,Baramati,,,,,,1,ABP News,,,,Not stated,2026-08-09,2026-08-09,"बारामती में फिर एयरक्राफ्ट दुर्घटना, ट्रेनिंग प्लेन हादसे का शिकार - ABP News","Aircraft accident again in Baramati, victim of training plane accident - ABP News",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQRHI0aDRrMHIzNDFfaC1laVpNSFRLc21TTWdjVDdUcmxkQmx2UlJ4cUtWWWdkdHFuZDViMFhjY1ktZklWV09ibTVBTGZKWHU1Z3hYZU80VGhUdTJXSmxkaW1Zd0JxOFQ1T0Q0eWo5QTl3aWNZRUxBanpzMGdwWE5PM3Rrc21RWGlYMzduVWxWdTR0aEJLTHJiV3Z6cDBQQUlMWE1Wek5hNGZDTERXV0NqUWV5YXFlbTdjX29tZGliT3lfT0NFdVFndtIBzgFBVV95cUxQNE41OFk1TWZlRHdlb1gtTzdZV1ZLVFFGWjdDNE5TZ3R1VzM2XzdVU2s1aGswRWpoYkk2YzBkc0hWN04xelJTVFVxNV9sRFNSLXFNTWtWX0ZxRHdMWUhKRVE1Z1haUzI2RmtPcmx0YzI4YU5jYk5UU0M3Nk4wTlotd0JOX1E3Sl84UHJiTUF6YUo2VEc2cGV6aG50UG9VYnRFei1Td2NmTFdhazV1eFJSbVlKS01PYm9LSFVEbFRPckgzMjdoc0JpaFZ3Tjk5dw?oc=5
2026-08-09,roadway,,Jalandhar,,3,,,,1,Jagbani,,,,Fatal,2026-08-09,2026-08-09,"ਜਲੰਧਰ ''ਚ ਭਿਆਨਕ ਸੜਕ ਹਾਦਸਾ! ਕਾਰ ''ਚ ਫਸੀਆਂ ਰਹੀਆਂ ਲਾਸ਼ਾਂ, ਸਪੋਰਟਸ ਕਾਰੋਬਾਰੀ ਸਣੇ 3 ਦੀ ਮੌਤ - Jagbani","Terrible road accident in Jalandhar! Bodies stuck in the car, 3 including a sports businessman died - Jagbani",https://news.google.com/rss/articles/CBMikAFBVV95cUxQTC02SGVNbkJDcU1HUGNGVDRiTjhVdm5OcWVtQkFsYWdKeUZPOUNkeXlSMm9KR0RSU0htX21oeTl0cUpTc1RpRnVwaUZ2RVM3LU5sN0dUT3ltaEhTTVFPUmJzYnp6bThxY3l4LXhmbEJhSThoU0ZKYXZQUTBVM1BSc2tOenZJT1pZVXBTNkw4M0bSAZgBQVVfeXFMTkRGbUJnc3MwMDBVNFE3QlMyeENqNy1peGp6VEIxS3lHdzFZeTAxTWpTaDZzd0NZbHltekRPSUluZ1I0Sm5oMVBGSjA2aDllYVhnMlZsM29NdkxTcUl6UGVRc3FOUlFiRjVtaW54aFNjaEVUN3FiY3RpTVdEeldNcHFUNFBuQTF4QVVUdHZOZTRVekxIeVduTHg?oc=5
2026-08-09,roadway,,,,,40,,lost control,1,India TV Hindi,,,,Injury only,2026-08-09,2026-08-09,"ट्रक से टकराई वोल्वो बस, अनियंत्रित होकर दोनों वाहन पुल से गिरे नीचे, 40 यात्री घायल, 10 की हालत गंभीर-VIDE - India TV Hindi","Volvo bus collides with truck, both vehicles go out of control and fall down from the bridge, 40 passengers injured, condition of 10 critical - VIDE - India TV Hindi Volvo bus collided with a truck, both vehicles went out of control and fell down from the bridge, 40 passengers injured, 10 in critical condition - VIDE India TV Hindi",https://news.google.com/rss/articles/CBMi5AFBVV95cUxNZzRFVlA2REtpS1JWaFM0UlducVhHNnJWcDY1bVZfWGJCMU13UjVQaVE2ZC1yX0hxX3pHdEZ5UTVqM2VQMXM1QVIzMzhTVnBzc09hdkJNQ1U0azJKVWVvNHQ4TldOZXJyRHpQQTc3T3ZSaGEydlZYb1QtYUt3TWZuZUhoRVp6cmItcmItOEVVWlZDNmV0Z2lZb1l5b2N1OExTSy1UTFoxaG9yVU9yX1ZCOFY4Q3FuSkozQ0gwQmN0NTJpcnNVVjFnMkhaSG9nbVBnZXJab1dxYUxyUWVBY0dOMGJtU2fSAeoBQVVfeXFMTWJ2MDlPNUF1R2RxbV8xc3pMZUtoMXllTVU4ME1leExKSnRJTVQ1eWhHNVpYV0RBM0pCWjV1YVJvUDdfUlJUbUtlTXA2SzRHR3cxbGZ5NjlFVXNsVTBOaGtHZWN6U0dvQVBDNlNCblZ1VzlpY0lmUkFuRnA1RkFDeXpvQ0hMTWJjaXlzWHhIOEVaVWxHdmlxbjE3dVcwME5ReUloSGYyVW1RTmF4aExrQ2RKeGtRcWZzSDhRa1Uxa21yWG5TNUpaWXZhYWtTOUN4Y2g1VG5yQjYyNExUMEgxYWRMSHZ2a2c3YkVB?oc=5
2026-08-09,roadway,,Anantapur,,,20,pothole_bad_road,pothole bad road,2,etvbharat.com; instagram.com,,,,Injury only,2026-08-09,2026-08-09,అనంతపురంలో ఘోర రోడ్డు ప్ర*మా*దం.. | Anantapur Private Travels Bus DCM Road Incident | RTV - instagram.com,Bad road accident in Anantapur.. | Anantapur Private Travels Bus DCM Road Incident | RTV - instagram.com,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1sSFJBY0R5X0tKSWdRQzdodW1nTEhIa1I4NUI3Q3kyVG5HeWpES3RKa2hheTR4M0h6MmRENFlqdU8yaHdhMkEwS0RxYUVVZUZGaTlGTmxn?oc=5
2026-08-09,others,unspecified,Punjab,,3,1,,,1,humdekhenge.in,,,,Fatal,2026-08-09,2026-08-09,"અકસ્માત : ગંગોત્રીથી પંજાબ પરત ફરી રહેલા કાંવડીઓનો કાળ સાથે ભેટો, 3ના મોત, 1 ગંભીર રીતે ઘાયલ - humdekhenge.in","Accident: Kwandis returning from Gangotri to Punjab overrun, 3 dead, 1 seriously injured - humdekhenge.in",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNZWJWUkp1THVIcW53U0V5Qk1nek9DSFdhRE9nbHUtYmdMUVY1d0JfWGYzT0dLcXBYbjBlRjl1aVB5empHejV2WlVaLWFjR19TcFkwclY2OTZLdWludHNQWC1DMkVueC1HajFobGJzVUVFMXQ0bHF2MGFCeEpNSDA2YkRPemhIR1lkQjZpazZkMHVWTWRhblpvUTZ1Nkp5d0ZfcGNmeFZmMlNlNkR4U1ZFQ0NCUWhzTVdWR3ZyQjEzMF8?oc=5
2026-08-09,roadway,,Mumbai,,,,,,1,NavShakti,,,,Not stated,2026-08-09,2026-08-09,"Mumbai : मुलुंड येथील बेस्ट बस अपघात प्रकरण; चालकाविरोधात गुन्हा, बस पोलिसांच्या ताब्यात - NavShakti","Mumbai : BEST bus accident case at Mulund; Crime against driver, bus in police custody - NavShakti",https://news.google.com/rss/articles/CBMisAFBVV95cUxQaFlYckdYQ3NUR0xRWnE0X0RUb2ZsU3dnejl2Slp3YVJZVUNiS0l0SngzcHVBY3RaOVROSTdVR0RSbG9ZY3FqSm1IODVHUzRxSnJtXzB5WnY2MWpKVHlDMzVzbzRkS0dsZlZEak5CaU9uSDVQOHNNSlhEQzJYUVhhWDVRRlplS01GQzg2N2VMajIweTFlNk40bWZJMUpkMktObXRJNjcxUlVCN3hHNW1aZdIBvgFBVV95cUxQaG1OXzNSZ1dJU08wTWNKMGhBQUFnb3dlUllMMjJZMzhoM0lNMWxOVFFvUXJxRTBZR255Sm5PclZoWUdJNUtkMzN2eldvX1dlZ3UyNmZRRDVCZE5HVTBIOWFpRjZzSENGUzZWamE1U1R1bmJhRG5WUE5HU2ZGSGpwRjAxVWJjZkZ6RkEzNjJ3OWoyaFRUNFNRQUdWcFFEeFpkVXdtQ1BLbVNEaUV5TjB1WHo3cVRJVHZJYUk0Rzln?oc=5
2026-08-09,roadway,,Anantapur,,,,,,1,vaartha.com,,,,Not stated,2026-08-09,2026-08-09,Anantapur Accident: అనంతపురం జిల్లాలో ఘోర బస్సు ప్రమాదం - vaartha.com,Anantapur Accident: Fatal bus accident in Anantapur district - vaartha.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxQdnZmOVJYTVRMdG1NUUpHRUVYazlwN1Ixekc5SFA0c2NmMXR0MTNIeEk4VWhlVExrT2p0cXl5VEJKZEItNmZ1TC1SSTdFSV9xSUdfUE1GLTJjMUVtZ0U0d0RUS3R6UnZyb0o4Y2pjbWVuenNsdzhJdUtFdVVGcmxIS2taRWFFMjgtcEHSAY8BQVVfeXFMTTBRZ3c4cFZ2MUN1THY1c1RPVDVtd0JnN2c4Mzh4alZfcXk3QVZvSnU0dVZESWg0VHhRbXNjT2M0eDcxaHFxa3pJbEV1X2lkTG1jS0hQQTJwQ2EzcHJwX05TOC1pR1V4Y2JNSlhyd05RUmRoYS1MVmpscXhNYnZaSFBEWFR5Rk9KejFaekd0clk?oc=5
2026-08-09,roadway,,Sirhind,,3,1,,,1,Punjabi Jagran,,,,Fatal,2026-08-09,2026-08-09,"ਸਰਹਿੰਦ ਨੇੜੇ ਵਾਪਰਿਆ ਭਿਆਨਕ ਸੜਕ ਹਾਦਸਾ, ਤਿੰਨ ਕਾਂਵੜੀਆਂ ਦੀ ਮੌਤ; ਇੱਕ ਗੰਭੀਰ ਜ਼ਖ਼ਮੀ - Punjabi Jagran","Terrible road accident happened near Sirhind, three crows died; A seriously injured - Punjabi Jagran",https://news.google.com/rss/articles/CBMi3gFBVV95cUxPUzUtQlhSaE1IcTlBZWNhSkxLeDRxZkZSeVAwZVpsMkpZY3liMjFtNGQ5QVZuVVQ0NFlpUHg0WWtWZ3ViMEExZWJaN3RTLXJIT3Uyc2xuRF9JTzZvNXlRQjlQTG03dHhyWkNYdGRGdnJWWC1aUnpoTTY2SXo0ZF9MUUd2aTBuSjlhNjBqUm5TeGJMdDJzaEpnc0JHUHNLZ2RISGZtUmpsdFBhZnk4Wm53d3YwOVdVdUJCOUxieXpiWFlKRjR2WXV0SmRHcnRDRS1JWTh2YTBMaFpDeGZPVVE?oc=5
2026-08-09,roadway,,,,,,,,1,Disha daily,,,,Not stated,2026-08-09,2026-08-09,నిద్రమత్తులో ఘోర ప్రమాదం.. బ్రిడ్జి పైనుంచి పడిన ట్రావెల్స్ బస్సు - Disha daily,Fatal accident while drunk.. Travels bus fell from the top of the bridge - Disha daily,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQbnJ0bXpjaFV5cmZWRGJYOWlZLWRFZ2FQbVNPenVNMy1RLW1xbWxaaTFrWEZXaHhWdmN1cHhhRUFibWZvUTFfSVJNblBnVURrSU12ZmtJdWUxYWxiWlJkRm5NeHhMVXp1NThyMktvdzJKV3VHVVFmYk1OcU1naVh3eWJKRGlteHdjOWdoQWlUYkx1QU90RVpOQWcxWTFON3hlamJuUG1BZ1NwU1NtRmhWMmhySzhXY2po?oc=5
